"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"3","1","5","3","3","3","1","3","3","5","5","3","5","1","4","2","3","3","3","1","3","5","1","5","1","4","1","4","5","5","4","5","4","3","3","5","3","1","1","3","3","3","3","1","5","3","3","3","5","5","13950","14686","5657","5322","3369","4578","8070","5298","6200","7361","24486","12723","6105","6102","5524","4591","4761","9229","3498","4268","573","4226","4407","24802","3902","18543","4509","14975","8438","5024","19617","923","3586","5040","4757","7140","10490","6689","6121","9668","26689","7721","5413","4664","4677","3906","5438","4113","4938","7079","2017-01-23 13:54:04","720","1280","10","396",18,1,"AR","-34.6033","-58.3817"
"3","1","5","3","4","2","3","2","4","3","3","4","3","3","2","1","2","2","2","2","1","5","4","2","2","3","1","5","3","3","3","1","4","1","1","1","4","1","5","2","1","4","2","4","3","2","4","1","5","2","10597","2849","2566","1619","2150","3967","5734","4566","1952","3215","2740","3985","1734","3915","2000","3001","1784","3634","2800","34866","4678","1500","1734","4232","2749","3116","3114","2824","2664","3917","4303","2016","3283","1568","2600","3034","4999","10208","1168","15335","1960","2833","1732","2384","3551","3017","2651","1400","2067","2817","2018-10-10 15:48:40","768","1024","43","205",10,5,"US","40.5103","-88.998"
"1","3","3","3","2","4","2","3","4","4","4","4","5","2","2","2","2","2","3","2","2","4","2","3","2","4","2","4","4","4","3","4","4","2","3","2","3","3","3","4","4","2","4","3","4","4","4","3","4","4","11866","4978","3500","5707","1315","5725","4787","5043","4128","4162","5079","4119","3284","2443","2424","5586","4327","2720","2906","2225","5473","3314","7696","4719","4385","3670","3802","5721","5677","3447","8085","5082","3819","4476","5675","4479","3360","3315","5244","4045","4196","6445","2931","9825","3306","3284","4019","2959","3049","1695","2017-02-13 03:28:21","375","667","4","225",17,1,"DE","51.0","9.0"
"3","1","5","3","5","1","5","5","1","1","5","1","5","1","5","5","5","5","5","5","1","5","1","5","1","5","1","5","5","1","5","1","5","1","1","5","5","1","5","5","5","1","5","1","5","1","5","1","5","5","6041","2671","4588","3888","8575","2470","4121","8809","2536","3337","5188","1869","2702","3186","2152","1651","3119","3872","10093","1786","2668","2887","2970","2436","7506","2118","2852","1735","2003","2487","5589","5771","3938","2269","1786","6908","3588","2686","4421","2535","1869","4137","3003","3722","2870","2903","2670","1768","1651","1435","2016-09-17 09:32:17","1920","1080","6","179",14,1,"US","38.0","-97.0"
"4","3","3","4","3","2","4","3","3","3","4","3","4","4","2","2","4","4","2","5","4","4","2","4","2","4","2","4","5","4","3","3","4","2","4","2","4","2","2","4","3","3","3","1","3","3","4","2","3","3","4746","3056","3132","1934","2744","6082","3841","3541","4590","6396","1201","12182","1744","2252","5405","2843","1503","2031","9260","3134","3095","2046","5218","1824","3620","1919","3212","2483","3938","2128","4853","1678","2773","2875","22800","7010","3056","12139","4729","4227","2600","7825","2664","7884","1377","3600","4210","2207","2325","3993","2017-06-02 06:32:57","768","1024","11","217",8,152,"BE","50.85","4.35"
"4","2","5","2","1","1","5","2","4","1","3","3","4","4","1","2","2","1","1","1","1","5","1","5","1","5","1","5","4","5","4","2","4","2","2","2","4","1","5","4","4","2","4","1","4","1","3","4","4","4","10153","3334","1361","1946","1624","2540","2021","1444","6742","2019","10796","2868","3155","2191","3400","1854","1203","1550","2619","1876","2028","11596","1318","1206","5364","1475","1994","1773","1221","1488","2116","3026","2021","2000","1381","1881","1338","1937","1206","2295","8265","2619","691","2247","3387","1364","2429","1235","4527","1372","2018-03-16 08:41:44","1600","900","229","143",45,5,"US","40.3377","-79.8428"
"2","3","4","3","4","1","4","3","2","2","3","2","4","2","5","1","5","3","2","2","4","4","3","4","5","3","5","4","5","3","5","1","5","3","3","4","2","3","5","4","3","3","2","5","3","3","3","2","4","4","44106","27414","2394","7233","5053","5544","7406","6284","7693","7210","5886","27104","2416","14051","3244","2792","7213","11561","4169","1407","10860","3502","2610","1141","5098","13179","4274","7992","6359","4155","1283","9801","2537","4186","3408","10471","6946","3643","2757","6233","4753","3710","5334","3433","2891","5711","3517","3226","2540","5297","2017-09-07 01:04:47","320","568","9","357",28,7,"ID","-6.1781","106.63"
"2","2","2","4","2","2","1","5","2","5","2","3","3","5","4","1","1","1","1","2","3","4","1","2","4","2","4","2","1","2","2","5","2","3","1","5","1","2","2","4","2","2","4","1","5","1","4","2","2","4","10190","4565","3790","3976","4192","2488","7278","4135","7885","6140","3515","3931","9668","3087","6463","6427","2977","2177","2171","4011","4966","2302","2917","2003","3995","2940","5597","3454","2922","4466","3471","6836","9201","3164","9548","3339","3402","18749","2827","29816","4152","3510","593","8354","7425","7676","3777","4802","5693","2592","2018-03-27 06:15:06","375","667","5","275",12,1,"US","38.0","-97.0"
"4","2","2","4","5","2","2","4","4","2","5","2","4","1","1","5","4","4","4","4","2","4","4","5","2","5","4","4","5","4","4","1","4","2","2","2","4","2","2","4","4","2","4","2","4","0","2","4","5","2","4539","3833","2999","3352","7793","2440","6508","7466","8652","3370","5656","3237","2848","2741","4386","3589","2991","2811","2044","4047","5107","4922","21471","3168","9667","2872","10056","3927","3377","13627","2229","5288","2341","5471","3408","4773","3398","9449","4077","5651","1683","4492","1520","2720","3449","0","4137","2183","2999","3448","2017-04-18 10:13:00","1366","768","3","237",13,4,"US","30.5622","-81.8307"
"3","2","4","4","4","2","4","3","3","2","3","4","4","3","4","3","3","3","3","3","2","4","2","4","2","4","2","4","4","3","4","3","5","3","3","2","3","2","4","5","4","2","5","1","4","5","4","4","5","4","13211","6836","4610","3274","7854","7076","6142","2578","3974","10777","4272","3858","4076","3445","2860","2724","5280","1514","3450","2720","4163","4834","4874","7384","3476","3900","5146","8872","7000","924","3530","6959","3116","2294","4624","6927","3636","33075","6790","4382","6234","8080","5290","5698","2210","5845","2346","2542","3252","1584","2016-10-03 02:59:12","1920","1080","22","271",17,1,"SE","59.3294","18.0686"
"1","3","2","4","3","3","1","4","2","4","4","3","4","2","4","3","3","2","3","4","2","4","3","5","2","4","2","4","5","3","3","4","4","4","2","4","3","3","2","4","4","1","4","1","5","1","4","4","5","5","8178","3282","10967","1246","1623","4017","3530","1430","4800","4028","1766","3482","1337","1617","2108","1487","6167","2114","1201","6509","2065","2152","1970","6071","4887","4352","2503","1786","1469","2084","3589","1699","3731","1267","4193","9532","2383","15704","1584","3711","1634","3299","1881","1887","2486","2881","4151","2348","2417","1385","2018-07-11 08:56:47","375","667","6","173",10,1,"US","42.3223","-83.1763"
"3","1","5","3","5","2","5","3","2","5","1","5","2","1","2","1","3","3","3","2","5","3","2","5","1","3","1","4","3","3","5","1","5","1","3","1","3","3","5","3","2","1","3","1","3","1","3","2","2","3","13269","4930","3811","6424","4378","4599","5100","6324","11227","5091","11694","4702","8368","39073","10959","3199","3042","7276","4407","3896","2858","4206","15127","2980","8052","7025","5381","5569","4873","10897","2620","5001","4084","4080","1579","4127","8803","4456","3529","6293","1780","8245","4325","3519","27686","12036","6276","2669","48448","5529","2018-08-09 11:00:47","1366","768","41","401",22,90,"US","33.3528","-111.789"
"3","3","4","4","4","2","3","1","2","3","2","5","4","2","2","2","4","4","2","2","1","5","1","5","1","5","1","3","5","4","1","5","4","4","1","5","3","3","1","2","3","2","5","3","4","2","5","2","5","3","1484","737","688","5493","3818","166385","4734","4838","3961","7307","797","870","2629","636","3152","3587","3387","2973","4903","3798","15199","3217","5131","618","224299","2736","4972","5386","2799","3361","2443","2853","3780","12231","2825","4989","3640","5315","4721","5575","3910","10528","1607","4260","4661","3066","3208","3670","704","3183","2018-01-09 23:42:25","375","667","9","872",66,2,"US","32.7153","-117.1573"
"5","1","4","2","5","2","5","2","5","1","4","4","5","2","4","4","5","5","5","3","5","3","5","3","5","2","3","3","4","2","2","5","3","5","3","4","2","3","1","2","4","1","5","2","5","2","4","5","3","5","6174","1908","2150","4814","2302","2645","2337","3212","2027","2611","1954","2101","1993","5859","4352","1457","1979","4088","1721","2183","3658","2023","1661","2637","8121","2037","2977","4295","3171","2551","3312","1967","2290","1866","2378","3365","2374","3128","2317","2886","3024","3522","1539","3818","2124","1815","3369","2569","2357","1931","2017-11-14 08:00:27","375","667","15","145",11,2,"US","38.0","-97.0"
"4","1","4","2","4","1","0","3","4","4","4","2","4","1","3","3","3","3","4","2","1","4","3","4","1","3","2","3","3","2","3","3","4","3","3","3","4","2","3","2","2","3","4","1","3","3","3","2","4","4","9216","2874","3819","4668","2186","2701","0","4651","4052","3984","3067","5536","4547","3846","5595","2390","2761","6866","4094","2982","4937","1487","3018","2885","3966","2999","3813","7465","2220","2893","6564","9777","4364","3170","2920","4811","2621","4486","5946","4757","2273","3403","4000","4665","2452","4734","8334","3366","4958","4668","2017-09-05 11:30:04","375","667","4","210",9,1,"US","38.0","-97.0"
"1","5","3","5","2","5","1","5","2","5","4","4","4","4","4","5","2","4","4","4","2","3","3","4","1","5","3","4","4","2","2","2","4","5","1","5","3","3","1","3","4","2","4","3","3","1","4","4","4","3","3742","1464","2568","3263","2520","1103","2328","2816","3648","1664","4432","3735","1704","5136","4768","2192","3447","3448","3417","1575","1696","1687","2984","2617","2440","1921","3144","2680","2016","3368","4728","3401","3696","2760","2296","6368","2344","3136","2640","3041","1640","6449","1448","2688","1736","2104","3185","1392","3247","2664","2016-06-24 18:46:17","1768","992","10","146",4,1,"FR","44.8723","-0.6797"
"3","2","5","3","5","2","2","3","4","4","1","5","1","3","1","1","2","1","1","1","2","4","1","4","1","4","2","4","4","5","4","1","5","1","2","2","4","2","4","4","5","1","4","1","5","1","5","5","5","5","20497","9864","3150","2751","2599","4532","7500","6082","4468","3707","6323","3904","2884","5866","2573","3648","4017","3216","4582","2599","3981","4012","3650","5021","3783","3303","4201","4702","4085","4018","11351","4419","2916","3564","8044","5048","4051","4549","3416","3217","4723","3416","3382","3319","3703","4736","9850","2800","3012","1940","2018-05-15 16:14:37","375","667","36","240",14,3,"US","45.5234","-122.6762"
"5","1","5","2","4","1","4","4","5","2","4","4","4","3","2","2","3","3","3","2","2","4","3","3","2","4","2","3","4","3","4","3","4","3","3","2","3","1","4","3","4","2","5","2","4","4","4","4","4","5","8253","2444","2387","2917","2033","2699","5751","2262","3047","2252","2468","2145","2082","4489","2889","3333","4702","2572","2582","1547","3379","6767","3126","4380","3235","6258","2054","5280","1881","3941","2478","10993","4152","3174","2741","1824","1587","20003","2025","5092","4220","3258","3411","3185","2677","4747","2229","2888","2430","2615","2016-06-01 10:34:39","1280","800","2","190",15,11,"CA","42.9943","-81.2623"
"1","1","4","2","4","1","4","2","3","4","5","1","5","1","4","3","5","5","4","5","2","4","3","5","2","4","1","4","4","3","4","5","5","5","4","5","2","3","4","3","5","1","5","2","3","1","3","4","5","4","33215","10889","26382","5665","3523","14101","5141","53118","15443","31053","1138","11931","1403","12957","3587","6952","47998","2414","3140","2102","6636","11419","6169","2645","27023","6258","8967","3283","2513","5817","12286","23237","5141","4524","15379","4497","9251","4187","5608","9012","1675","9888","3891","7460","57614","15944","2216","3387","3630","1442","2018-03-21 11:14:30","1440","900","4","576",41,1,"SE","59.3294","18.0686"
"1","4","4","1","4","4","3","2","3","2","4","1","4","3","2","5","3","3","2","4","3","2","3","1","4","4","1","2","2","2","2","1","5","1","3","4","2","3","3","2","3","2","3","5","3","5","3","4","1","5","56875","791","1120","1503","1665","1617","784","784","616","1480","1167","705","1041","1471","864","1326","969","600","640","1800","896","1232","912","2400","600","558","1911","1296","904","1872","1079","2056","832","904","753","1330","1081","632","3912","808","936","863","712","1344","735","657","615","744","1040","1000","2018-03-20 10:25:02","1920","1080","191","114",6,2,"US","33.7866","-118.2987"
"4","2","2","3","4","1","2","3","4","3","5","3","5","2","4","4","4","2","4","2","1","4","4","4","1","3","2","4","4","4","2","4","5","4","1","4","2","2","2","3","4","3","4","2","4","2","3","3","4","4","3722","3814","2214","2462","2126","1452","3240","1299","1953","3460","1420","2197","1684","1179","2551","1628","4366","2204","3841","1094","3790","1292","2635","2587","5213","4279","2186","1395","2021","2598","2922","2282","3188","1532","2695","3284","1796","7636","2643","843","1997","10021","2290","1584","1531","3068","3453","6272","2210","931","2018-11-07 13:11:18","1280","800","4","140",9,1,"US","36.0877","-115.1485"
"3","1","3","2","5","4","4","2","4","1","3","4","3","4","2","3","3","2","2","1","2","4","3","4","2","3","4","3","3","3","2","5","2","5","1","5","5","3","1","3","3","2","5","3","5","5","4","3","2","4","5172","3450","2666","4736","3081","3085","2982","22719","1650","2598","2166","2832","2519","50104","2034","4251","15302","2666","1267","1635","3195","2384","1752","4585","4884","2049","5185","1917","1480","3284","1918","2335","2533","2634","20853","1701","1434","1984","5652","7151","3100","5267","1180","3820","2233","1451","9983","2469","2635","1865","2018-09-01 21:47:29","414","736","5","251",10,1,"AU","-33.7667","150.9167"
"1","5","3","5","4","4","1","5","1","5","4","3","4","4","4","2","2","2","2","2","2","4","1","4","2","4","2","4","4","4","5","4","5","2","2","4","4","2","4","4","4","2","2","2","1","4","4","2","4","1","4149","3118","3450","1966","3148","1854","2730","2633","3049","1766","1987","4365","10664","3089","4349","5299","2000","1715","5153","1333","6027","2844","5279","2439","2422","9733","3101","2515","3469","3044","3231","4589","3057","2060","1536","2552","3952","1820","1881","2325","2319","16219","3565","8245","2497","5868","2633","4951","3365","1667","2017-05-24 19:17:39","768","1024","3","189",10,2,"US","38.0","-97.0"
"1","3","3","5","2","4","2","5","1","5","3","4","4","3","3","4","2","1","4","3","3","4","2","4","4","4","3","3","4","4","2","5","2","4","1","3","3","3","2","3","3","3","3","3","4","2","2","2","3","4","5385","2770","3717","3045","2758","2442","5893","3139","5981","2704","3554","3121","2130","3506","5640","2679","6103","2437","2506","2241","6446","4473","2662","5012","3686","5090","3162","3875","2707","2634","2614","3377","3386","2622","1407","7235","1006","4230","2353","5022","1022","3623","2397","2896","3388","2675","2935","2498","2516","2957","2016-10-15 02:59:27","360","640","3","172",10,1,"US","39.7379","-104.985"
"3","3","3","3","4","2","2","2","3","3","3","3","4","4","2","2","3","2","4","1","3","4","2","2","2","4","2","4","2","5","4","3","4","1","2","4","4","1","4","4","4","2","4","4","4","2","4","3","4","4","156955","2947","4337","4179","23167","2039","11347","991","3389","5884","3187","2156","2805","5411","8232","3327","3117","3801","2534","2822","3226","2637","2218","4171","3193","4664","4714","6574","3703","4499","5048","9192","7116","6111","3528","3011","3997","2422","5902","4218","2288","3765","5067","13629","5535","4050","2603","6810","4640","3867","2018-07-30 22:41:49","412","732","5","398",9,1,"US","40.6449","-73.9583"
"1","5","1","5","1","3","1","5","1","5","3","3","4","5","2","2","2","1","1","5","4","4","3","2","4","3","3","3","3","4","3","3","4","5","2","4","3","4","2","3","1","2","4","3","3","2","4","1","4","4","17267","2507","3800","2350","101196","9253","5215","2564","3182","3124","10259","1736","4733","3316","4293","3779","3214","1977","2942","1116","4447","3569","2410","2513","6846","1385","6747","3610","3339","4804","2538","7235","2318","4770","4518","4443","2818","3749","6612","5075","2669","4913","3649","4866","1001","3390","3863","1784","2883","3785","2016-11-25 13:40:42","360","640","9","311",8,1,"US","32.9312","-96.4597"
